Topic,Word,P,Label,CountryTopic
1,government,0.0276831,Government coronavirus response,ZA_1
1,economy,0.014777953,Government coronavirus response,ZA_1
1,need,0.013676279,Government coronavirus response,ZA_1
1,economic,0.009671393,Government coronavirus response,ZA_1
1,crisis,0.00753199,Government coronavirus response,ZA_1
1,response,0.007412322,Government coronavirus response,ZA_1
1,country,0.007363636,Government coronavirus response,ZA_1
1,lockdown,0.007128407,Government coronavirus response,ZA_1
1,pandemic,0.007089734,Government coronavirus response,ZA_1
1,business,0.006767525,Government coronavirus response,ZA_1
1,support,0.005777461,Government coronavirus response,ZA_1
1,challenge,0.005644523,Government coronavirus response,ZA_1
1,public,0.005297685,Government coronavirus response,ZA_1
1,time,0.005065986,Government coronavirus response,ZA_1
1,new,0.004859523,Government coronavirus response,ZA_1
1,impact,0.00474001,Government coronavirus response,ZA_1
1,opportunity,0.004712375,Government coronavirus response,ZA_1
1,infrastructure,0.004652326,Government coronavirus response,ZA_1
1,sector,0.004380715,Government coronavirus response,ZA_1
1,system,0.004312089,Government coronavirus response,ZA_1
2,province,0.019890798,Public healthcare,ZA_2
2,hospital,0.017792702,Public healthcare,ZA_2
2,test,0.014095563,Public healthcare,ZA_2
2,staff,0.013218031,Public healthcare,ZA_2
2,positive,0.01147138,Public healthcare,ZA_2
2,department,0.009871898,Public healthcare,ZA_2
2,work,0.009689653,Public healthcare,ZA_2
2,facility,0.008634847,Public healthcare,ZA_2
2,patient,0.007889792,Public healthcare,ZA_2
2,bed,0.007587761,Public healthcare,ZA_2
2,tell,0.007305891,Public healthcare,ZA_2
2,add,0.007179955,Public healthcare,ZA_2
2,virus,0.006404513,Public healthcare,ZA_2
2,member,0.006220841,Public healthcare,ZA_2
2,people,0.006143956,Public healthcare,ZA_2
2,provincial,0.005568086,Public healthcare,ZA_2
2,close,0.005400902,Public healthcare,ZA_2
2,contact,0.005320064,Public healthcare,ZA_2
2,area,0.00527445,Public healthcare,ZA_2
2,nurse,0.005172933,Public healthcare,ZA_2
3,case,0.067512937,Coronavirus cases and deaths,ZA_3
3,country,0.043447457,Coronavirus cases and deaths,ZA_3
3,death,0.034266908,Coronavirus cases and deaths,ZA_3
3,infection,0.028370537,Coronavirus cases and deaths,ZA_3
3,report,0.024849014,Coronavirus cases and deaths,ZA_3
3,number,0.024519669,Coronavirus cases and deaths,ZA_3
3,people,0.018750349,Coronavirus cases and deaths,ZA_3
3,new,0.01874564,Coronavirus cases and deaths,ZA_3
3,coronavirus,0.017604629,Coronavirus cases and deaths,ZA_3
3,week,0.01473441,Coronavirus cases and deaths,ZA_3
3,virus,0.014302758,Coronavirus cases and deaths,ZA_3
3,record,0.012795842,Coronavirus cases and deaths,ZA_3
3,confirm,0.01070877,Coronavirus cases and deaths,ZA_3
3,rise,0.009780498,Coronavirus cases and deaths,ZA_3
3,spread,0.009754551,Coronavirus cases and deaths,ZA_3
3,day,0.009663256,Coronavirus cases and deaths,ZA_3
3,total,0.009641778,Coronavirus cases and deaths,ZA_3
3,die,0.00762916,Coronavirus cases and deaths,ZA_3
3,increase,0.007597327,Coronavirus cases and deaths,ZA_3
3,high,0.007529256,Coronavirus cases and deaths,ZA_3
4,people,0.033971403,Social wellbeing,ZA_4
4,community,0.020226466,Social wellbeing,ZA_4
4,food,0.016387161,Social wellbeing,ZA_4
4,young,0.012045517,Social wellbeing,ZA_4
4,pandemic,0.009400142,Social wellbeing,ZA_4
4,life,0.008478183,Social wellbeing,ZA_4
4,help,0.007851226,Social wellbeing,ZA_4
4,world,0.007791092,Social wellbeing,ZA_4
4,family,0.006979589,Social wellbeing,ZA_4
4,child,0.006674684,Social wellbeing,ZA_4
4,respondent,0.006501632,Social wellbeing,ZA_4
4,food_parcel,0.006388061,Social wellbeing,ZA_4
4,survey,0.006018328,Social wellbeing,ZA_4
4,hunger,0.005826877,Social wellbeing,ZA_4
4,organisation,0.005687903,Social wellbeing,ZA_4
4,household,0.005405997,Social wellbeing,ZA_4
4,youth,0.005397597,Social wellbeing,ZA_4
4,vulnerable,0.005277791,Social wellbeing,ZA_4
4,live,0.005169008,Social wellbeing,ZA_4
4,support,0.004870905,Social wellbeing,ZA_4
5,taxi,0.017630717,Government relief programs,ZA_5
5,government,0.015437198,Government relief programs,ZA_5
5,relief,0.013455118,Government relief programs,ZA_5
5,worker,0.012599568,Government relief programs,ZA_5
5,pay,0.01239811,Government relief programs,ZA_5
5,grant,0.012226078,Government relief programs,ZA_5
5,fund,0.010252085,Government relief programs,ZA_5
5,taxi_industry,0.010247786,Government relief programs,ZA_5
5,receive,0.009126698,Government relief programs,ZA_5
5,industry,0.009056744,Government relief programs,ZA_5
5,service,0.008974927,Government relief programs,ZA_5
5,meeting,0.008261488,Government relief programs,ZA_5
5,month,0.008147583,Government relief programs,ZA_5
5,regulation,0.007924887,Government relief programs,ZA_5
5,statement,0.007877196,Government relief programs,ZA_5
5,department,0.007321963,Government relief programs,ZA_5
5,work,0.007304326,Government relief programs,ZA_5
5,committee,0.007083352,Government relief programs,ZA_5
5,payment,0.006703293,Government relief programs,ZA_5
5,employee,0.006445824,Government relief programs,ZA_5
6,people,0.04109871,Familial matters,ZA_6
6,day,0.024644043,Familial matters,ZA_6
6,home,0.019073864,Familial matters,ZA_6
6,family,0.01893406,Familial matters,ZA_6
6,time,0.015416067,Familial matters,ZA_6
6,want,0.014208606,Familial matters,ZA_6
6,feel,0.010973675,Familial matters,ZA_6
6,child,0.010075707,Familial matters,ZA_6
6,live,0.009608639,Familial matters,ZA_6
6,try,0.009229477,Familial matters,ZA_6
6,tell,0.008968616,Familial matters,ZA_6
6,thing,0.00883829,Familial matters,ZA_6
6,life,0.008760876,Familial matters,ZA_6
6,start,0.00853117,Familial matters,ZA_6
6,friend,0.00852543,Familial matters,ZA_6
6,year,0.007502278,Familial matters,ZA_6
6,stay,0.007375978,Familial matters,ZA_6
6,old,0.007338709,Familial matters,ZA_6
6,love,0.007066332,Familial matters,ZA_6
6,look,0.006788261,Familial matters,ZA_6
7,health,0.057918973,Healthcare and healthcare workers,ZA_7
7,patient,0.028578352,Healthcare and healthcare workers,ZA_7
7,hospital,0.019356851,Healthcare and healthcare workers,ZA_7
7,medical,0.017556772,Healthcare and healthcare workers,ZA_7
7,worker,0.015576951,Healthcare and healthcare workers,ZA_7
7,vaccine,0.013645746,Healthcare and healthcare workers,ZA_7
7,doctor,0.013643732,Healthcare and healthcare workers,ZA_7
7,risk,0.013381673,Healthcare and healthcare workers,ZA_7
7,healthcare_worker,0.010379391,Healthcare and healthcare workers,ZA_7
7,healthcare,0.009541226,Healthcare and healthcare workers,ZA_7
7,care,0.009301409,Healthcare and healthcare workers,ZA_7
7,disease,0.00918813,Healthcare and healthcare workers,ZA_7
7,virus,0.009086888,Healthcare and healthcare workers,ZA_7
7,oxygen,0.009060298,Healthcare and healthcare workers,ZA_7
7,nurse,0.008543038,Healthcare and healthcare workers,ZA_7
7,system,0.00822431,Healthcare and healthcare workers,ZA_7
7,treatment,0.008163483,Healthcare and healthcare workers,ZA_7
7,high,0.007840276,Healthcare and healthcare workers,ZA_7
7,infection,0.007352171,Healthcare and healthcare workers,ZA_7
7,public,0.007030947,Healthcare and healthcare workers,ZA_7
8,year,0.02562025,Markets and investment,ZA_8
8,increase,0.019819757,Markets and investment,ZA_8
8,sector,0.014908709,Markets and investment,ZA_8
8,cost,0.013916804,Markets and investment,ZA_8
8,budget,0.013141568,Markets and investment,ZA_8
8,debt,0.01238218,Markets and investment,ZA_8
8,private,0.011523623,Markets and investment,ZA_8
8,economic,0.010339692,Markets and investment,ZA_8
8,financial,0.010127587,Markets and investment,ZA_8
8,investment,0.009903338,Markets and investment,ZA_8
8,company,0.009743147,Markets and investment,ZA_8
8,growth,0.00935476,Markets and investment,ZA_8
8,low,0.009191283,Markets and investment,ZA_8
8,fund,0.00870174,Markets and investment,ZA_8
